year,sex,rank,name,size,perc,total_size,total_perc
2002,F,59,Bailey,93,0.241263912,11063,28.70002854
2002,F,60,Claire,93,0.241263912,11156,28.94129245
2002,F,61,Jenna,93,0.241263912,11249,29.18255636
2001,F,61,Bailey,93,0.238951696,11640,29.90750257
2001,F,62,Kaylee,93,0.238951696,11733,30.14645427
2000,F,59,Stephanie,93,0.235867001,11940,30.28227954
1999,F,66,Katelyn,93,0.239993807,12572,32.44303373
1998,F,66,Amy,93,0.239771057,12852,33.13481321
1998,F,67,Erin,93,0.239771057,12945,33.37458427
1998,F,68,Paige,93,0.239771057,13038,33.61435533
1998,M,95,Kenneth,93,0.227651033,21645,52.98394203
1997,F,74,Miranda,93,0.244030438,13767,36.1243768
1995,F,80,Gabrielle,93,0.244852825,14790,38.93949766
1995,M,93,Cole,93,0.236894391,22094,56.27897499
1995,M,94,Paul,93,0.236894391,22187,56.51586938
1993,F,79,Shannon,93,0.24153962,15733,40.86175103
1993,M,90,Casey,93,0.230975561,23748,58.9807272
1993,M,91,Cole,93,0.230975561,23841,59.21170276
1993,M,92,Dustin,93,0.230975561,23934,59.44267832
1993,M,93,Luke,93,0.230975561,24027,59.67365388
1992,M,91,Juan,93,0.225826818,25429,61.747851
1990,M,85,Chase,93,0.228726021,26185,64.39990162
1990,M,86,Devin,93,0.228726021,26278,64.62862764
1989,F,69,Monica,93,0.252046181,16647,45.11626646
1989,M,81,Mitchell,93,0.240845289,24789,64.1969234
1986,M,73,Marcus,93,0.261684347,23392,65.82064774
1984,F,62,Natalie,93,0.277462856,15446,46.08270183
1984,F,63,Vanessa,93,0.277462856,15539,46.36016469
1983,M,68,Cody,93,0.263083451,23684,66.99858557
1983,M,69,Keith,93,0.263083451,23777,67.26166902
1981,M,69,Shaun,93,0.259870903,23598,65.94014586
1980,M,68,Brett,93,0.267018864,23113,66.36136553
2013,F,60,Aaliyah,92,0.220211595,10060,24.07965915
2013,F,61,Clara,92,0.220211595,10152,24.29987075
2012,F,59,Ashley,92,0.215360847,10145,23.74821508
2012,F,60,Peyton,92,0.215360847,10237,23.96357593
2012,M,98,Juan,92,0.205834974,18261,40.85600501
2012,M,99,Sawyer,92,0.205834974,18353,41.06183999
2012,M,100,Vincent,92,0.205834974,18445,41.26767496
2011,M,95,Declan,92,0.206259528,18183,40.76540221
2011,M,96,Dominic,92,0.206259528,18275,40.97166173
2011,M,97,Jace,92,0.206259528,18367,41.17792126
2011,M,98,Sawyer,92,0.206259528,18459,41.38418079
2010,F,59,Jasmine,92,0.217839131,9998,23.67343073
2010,F,60,Kayla,92,0.217839131,10090,23.89126986
2010,F,61,Lauren,92,0.217839131,10182,24.10910899
2010,M,96,Ayden,92,0.2079284,18539,41.89983275
2010,M,97,Kaden,92,0.2079284,18631,42.10776115
2009,F,67,Kaitlyn,92,0.211256286,11185,25.6837126
2008,F,70,Brooke,92,0.208234309,11798,26.7037867
2008,F,71,Isabel,92,0.208234309,11890,26.91202101
2008,F,72,Valeria,92,0.208234309,11982,27.12025531
2007,F,66,Megan,92,0.21284964,11531,26.6779261
2005,F,62,Makayla,92,0.228310502,10974,27.23347231
2005,M,98,Colin,92,0.217345083,19688,46.51184767
2005,M,99,Kai,92,0.217345083,19780,46.72919275
2005,M,100,Trevor,92,0.217345083,19872,46.94653783
2002,M,97,Mark,92,0.227413175,20244,50.04078606
2001,M,93,Carlos,92,0.22649499,20115,49.52116005
2001,M,94,Jayden,92,0.22649499,20207,49.74765504
2001,M,95,Parker,92,0.22649499,20299,49.97415003
2000,F,60,Amber,92,0.233330797,12032,30.51561034
2000,M,94,Parker,92,0.2213028,21109,50.77696527
1998,M,96,Mark,92,0.225203172,21737,53.20914521
1997,F,75,Claire,92,0.241406455,13859,36.36578326
1997,F,76,Mary,92,0.241406455,13951,36.60718971
1997,M,90,Gavin,92,0.229821888,21366,53.37363543
1996,M,91,Jack,92,0.229942514,21869,54.65883529
1996,M,92,Luis,92,0.229942514,21961,54.88877781
1995,F,81,Claire,92,0.242219999,14882,39.18171766
1994,M,92,Dalton,92,0.23251112,23069,58.30216336
1993,F,80,Whitney,92,0.23894242,15825,41.10069345
1992,F,77,Kendra,92,0.237744528,16274,42.05493966
1992,M,92,Cory,92,0.223398572,25521,61.97124957
1991,M,89,Juan,92,0.224966377,25832,63.16664629
1990,F,72,Jasmine,92,0.237217338,17235,44.43957404
1990,M,87,Levi,92,0.226266601,26370,64.85489424
1988,F,69,Jacqueline,92,0.260254597,16164,45.72560113
1988,M,77,Caleb,92,0.247538072,24189,65.08367863
1988,M,78,Jose,92,0.247538072,24281,65.3312167
1987,M,76,Jose,92,0.254551491,23815,65.89286702
1986,F,63,Caitlin,92,0.271731104,15323,45.25799687
1985,F,63,Maria,92,0.267683087,15922,46.32663156
1983,M,70,Trevor,92,0.260254597,23869,67.52192362
1980,M,69,Nathaniel,92,0.264147693,23205,66.62551322
2013,F,62,Arianna,91,0.21781799,10243,24.51768874
2013,F,63,Camila,91,0.21781799,10334,24.73550673
2013,F,64,Hadley,91,0.21781799,10425,24.95332472
2012,F,61,Arianna,91,0.213019968,10328,24.17659589
2012,F,62,Bailey,91,0.213019968,10419,24.38961586
2011,F,58,Alyssa,91,0.215002953,9933,23.46839929
2010,F,62,Kylie,91,0.215471314,10273,24.3245803
2009,F,68,Maria,91,0.208960022,11276,25.89267262
2008,F,73,Mackenzie,91,0.205970893,12073,27.32622621
2007,F,67,Brooke,91,0.210536057,11622,26.88846216
2007,F,68,Paige,91,0.210536057,11713,27.09899822
2006,F,69,Katelyn,91,0.215084261,11869,28.0531329
2005,F,63,Gabriella,91,0.225828866,11065,27.45930117
2003,M,98,Levi,91,0.221843003,20108,49.01999025
2002,F,62,Lillian,91,0.23607544,11340,29.4186318
2002,F,63,Sara,91,0.23607544,11431,29.65470724
2002,M,98,Marcus,91,0.224941293,20335,50.26572735
2002,M,99,Parker,91,0.224941293,20426,50.49066864
2001,F,63,Lillian,91,0.23381295,11824,30.38026722
2000,F,61,Katie,91,0.230794593,12123,30.74640493
2000,F,62,Kaylee,91,0.230794593,12214,30.97719952
1997,M,91,Jeremy,91,0.227323824,21457,53.60095926
1997,M,92,Seth,91,0.227323824,21548,53.82828308
1996,F,78,Kathryn,91,0.240346522,14175,37.43859278
1994,M,93,Alec,91,0.229983825,23160,58.53214719
1994,M,94,Luis,91,0.229983825,23251,58.76213102
1993,M,94,Dakota,91,0.226008345,24118,59.89966223
1991,M,90,Tanner,91,0.222521091,25923,63.38916738
1990,M,88,Bryce,91,0.223807182,26461,65.07870143
1989,M,82,Dylan,91,0.235665821,24880,64.43258922
1988,M,79,Corey,91,0.244847441,24372,65.57606414
1987,F,66,Lacey,91,0.26703445,15666,45.97100769
1985,F,64,Caitlin,91,0.264773488,16013,46.59140505
1985,F,65,Jenna,91,0.264773488,16104,46.85617853
1985,F,66,Katrina,91,0.264773488,16195,47.12095202
1984,M,69,Cory,91,0.256996809,23471,66.28540766
1983,F,61,Vanessa,91,0.273035495,15623,46.87509376
1982,M,68,Evan,91,0.256078343,23455,66.00348942
1981,F,57,Kathleen,91,0.267647059,14867,43.72647059
1981,M,70,Donald,91,0.254282281,23689,66.19442814
1981,M,71,Philip,91,0.254282281,23780,66.44871043
1980,M,70,Brent,91,0.261276522,23296,66.88678974
2011,F,59,Kylie,90,0.212640284,10023,23.68103957
2011,M,99,Elias,90,0.201775626,18549,41.58595642
2010,F,63,Naomi,90,0.213103497,10363,24.5376838
2009,F,69,Jessica,90,0.206663758,11366,26.09933638
2009,F,70,Kayla,90,0.206663758,11456,26.30600014
2009,F,71,Makayla,90,0.206663758,11546,26.5126639
2008,F,74,Faith,90,0.203707476,12163,27.52993368
2008,F,75,Trinity,90,0.203707476,12253,27.73364116
2007,F,69,Alexandra,90,0.208222474,11803,27.30722069
2006,F,70,Jocelyn,90,0.212720698,11959,28.2658536
2006,F,71,Morgan,90,0.212720698,12049,28.4785743
2005,F,64,Jenna,90,0.223347231,11155,27.6826484
2004,F,62,Riley,90,0.227221086,11146,28.14006918
2003,F,64,Isabel,90,0.228067508,11659,29.54487862
2003,F,65,Stephanie,90,0.228067508,11749,29.77294613
2003,M,99,Conner,90,0.219405168,20198,49.23939542
2003,M,100,Parker,90,0.219405168,20288,49.45880059
2002,F,64,Katelyn,90,0.233481205,11521,29.88818845
2002,F,65,Stephanie,90,0.233481205,11611,30.12166965
2002,M,100,Timothy,90,0.222469411,20516,50.71313805
2001,M,96,Hayden,90,0.221571186,20389,50.19572121
2001,M,97,Levi,90,0.221571186,20479,50.4172924
2000,M,95,Jaden,90,0.21649187,21199,50.99345713
2000,M,96,Jeremy,90,0.21649187,21289,51.209949
1999,F,67,Amber,90,0.232252071,12662,32.6752858
1998,F,69,Andrea,90,0.232036507,13128,33.84639183
1998,F,70,Michelle,90,0.232036507,13218,34.07842834
1997,F,77,Andrea,90,0.236158489,14041,36.8433482
1997,M,93,Luis,90,0.22482576,21638,54.05310884
1996,F,79,Alexandria,90,0.237705351,14265,37.67629814
1996,F,80,Alicia,90,0.237705351,14355,37.91400349
1995,M,95,Peter,90,0.229252636,22277,56.74512201
1994,M,95,Luke,90,0.227456531,23341,58.98958755
1992,F,78,Kristina,90,0.232576169,16364,42.28751583
1992,F,79,Leah,90,0.232576169,16454,42.520092
1992,F,80,Miranda,90,0.232576169,16544,42.75266817
1992,F,81,Sierra,90,0.232576169,16634,42.98524433
1992,M,93,Cole,90,0.218542082,25611,62.18979166
1992,M,94,Gabriel,90,0.218542082,25701,62.40833374
1991,F,76,Alexa,90,0.230473752,17125,43.85403329
1991,F,77,Brooke,90,0.230473752,17215,44.08450704
1991,F,78,Leah,90,0.230473752,17305,44.31498079
1989,F,70,Vanessa,90,0.243915659,16737,45.36018212
1988,M,80,Lucas,90,0.24215681,24462,65.81822095
1987,M,77,Mathew,90,0.249017763,23905,66.14188479
1986,F,64,Kathleen,90,0.265823906,15413,45.52382078
1985,M,72,Corey,90,0.251067035,23747,66.24543197
1985,M,73,Mathew,90,0.251067035,23837,66.49649901
1984,M,70,Evan,90,0.254172668,23561,66.53958033
1983,M,71,Cory,90,0.254596888,23959,67.77652051
1981,M,72,Luke,90,0.251487971,23870,66.7001984
1980,F,59,Tanya,90,0.272884388,14617,44.31945666
2013,F,65,Naomi,89,0.213030782,10514,25.1663555
2012,F,63,Katherine,89,0.20833821,10508,24.59795407
2011,F,60,Jasmine,89,0.210277614,10112,23.89131719
2011,F,61,Molly,89,0.210277614,10201,24.1015948
2011,M,100,Ayden,89,0.2,"18,638",41.8
2010,M,98,Eric,89,0.201148126,18720,42.30890928
2008,F,76,Eva,89,0.20144406,12342,27.93508522
2007,F,70,Jennifer,89,0.205908891,11892,27.51312958
2007,F,71,Morgan,89,0.205908891,11981,27.71903847
2006,F,72,Jennifer,89,0.210357134,12138,28.68893143
2005,F,65,Nicole,89,0.220865595,11244,27.903514
2004,F,63,Diana,89,0.224696407,11235,28.36476558
2002,F,66,Ava,89,0.230886969,11700,30.35255662
2000,M,97,Miguel,89,0.214086404,21378,51.42403541
1999,M,94,Levi,89,0.218014355,21272,52.10788036
1998,F,71,Cheyenne,89,0.229458324,13307,34.30788666
1998,F,72,Katelyn,89,0.229458324,13396,34.53734499
1997,M,94,Mark,89,0.222327696,21727,54.27543654
1996,M,93,Antonio,89,0.222444389,22050,55.11122219
1996,M,94,Erik,89,0.222444389,22139,55.33366658
1994,M,96,Paul,89,0.224929236,23430,59.21451678
1993,F,81,Kelly,89,0.231150819,15914,41.33184427
1993,F,82,Mary,89,0.231150819,16003,41.56299509
1993,M,95,Miguel,89,0.221041129,24207,60.12070336
1991,F,79,Christine,89,0.227912932,17394,44.54289373
1990,F,73,Alexis,89,0.22948199,17324,44.66905603
1988,M,81,Garrett,89,0.239466179,24551,66.05768713
1988,M,82,Seth,89,0.239466179,24640,66.29715331
1987,F,67,Alexandra,89,0.261165561,15755,46.23217325
1986,F,65,Julie,89,0.262870308,15502,45.78669108
1982,F,61,Allison,89,0.262127058,15176,44.69708126
1981,M,73,Alexander,89,0.24869366,23959,66.94889206
1981,M,74,Corey,89,0.24869366,24048,67.19758572
1981,M,75,Trevor,89,0.24869366,24137,67.44627938
1980,F,60,Monica,89,0.269852339,14706,44.589309
2012,F,64,Alyssa,88,0.205997331,10596,24.8039514
2012,F,65,Taylor,88,0.205997331,10684,25.00994873
2011,F,62,Katherine,88,0.207914944,10289,24.30950975
2010,F,64,Makayla,88,0.208367864,10451,24.74605167
2010,M,99,Aidan,88,0.198888035,18808,42.50779731
2010,M,100,Alex,88,0.198888035,18896,42.70668535
2009,F,72,Paige,88,0.20207123,11634,26.71473513
2009,F,73,Vanessa,88,0.20207123,11722,26.91680636
2008,F,77,Bailey,88,0.199180643,12430,28.13426586
2006,F,73,Trinity,88,0.207993571,12226,28.896925
2005,F,66,Isabel,88,0.218383959,11332,28.12189796
2003,F,66,Katelyn,88,0.222999341,11837,29.99594547
2002,F,67,Angela,88,0.228292734,11788,30.58084935
2001,F,64,Mary,88,0.22610483,11912,30.60637205
2000,F,63,Trinity,88,0.22318598,12302,31.2003855
2000,M,98,Derek,88,0.211680939,21466,51.63571635
1998,F,73,Cassandra,88,0.22688014,13484,34.76422513
1998,F,74,Katie,88,0.22688014,13572,34.99110527
1998,F,75,Mary,88,0.22688014,13660,35.21798541
1997,F,78,Kylie,88,0.230910522,14129,37.07425872
1997,M,95,Jackson,88,0.219829632,21815,54.49526617
1996,F,81,Jamie,88,0.23242301,14443,38.1464265
1996,M,95,Seth,88,0.219945014,22227,55.5536116
1995,F,82,Alexandria,88,0.231688695,14970,39.41340635
1995,F,83,Lindsey,88,0.231688695,15058,39.64509504
1994,F,77,Gabrielle,88,0.232822711,14947,39.54546657
1993,M,96,Dillon,88,0.21855752,24295,60.33926088
1992,F,82,Angela,88,0.227407809,16722,43.21265214
1992,F,83,Crystal,88,0.227407809,16810,43.44005995
1992,M,95,Colin,88,0.213685591,25789,62.62201933
1991,F,80,Alexandria,88,0.225352113,17482,44.76824584
1991,F,81,Paige,88,0.225352113,17570,44.99359795
1991,M,91,Edward,88,0.215185231,26011,63.60435261
1990,F,74,Kristina,88,0.22690354,17412,44.89595957
1989,F,71,Molly,88,0.238495311,16825,45.59867744
1989,M,83,Bryce,88,0.227896618,24968,64.66048583
1988,F,70,Natalie,88,0.24893918,16252,45.97454031
1988,M,83,Blake,88,0.236775548,24728,66.53392886
1987,F,68,April,88,0.258231117,15843,46.49040437
1986,F,66,Bethany,88,0.259916709,15590,46.04660779
1985,M,74,Austin,88,0.245487768,23925,66.74198678
1985,M,75,Seth,88,0.245487768,24013,66.98747454
1983,F,62,Leah,88,0.264034325,15711,47.13912809
1983,F,63,Molly,88,0.264034325,15799,47.40316241
1983,F,64,Natalie,88,0.264034325,15887,47.66719674
1982,F,62,Brandi,88,0.25918181,15264,44.95626307
1982,M,69,Craig,88,0.2476362,23543,66.25112562
1981,F,58,Misty,88,0.258823529,14955,43.98529412
2013,F,66,Piper,87,0.208243573,10601,25.37459907
2011,F,63,Ellie,87,0.205552274,10376,24.51506202
2011,F,64,Penelope,87,0.205552274,10463,24.72061429
2011,F,65,Sophie,87,0.205552274,10550,24.92616657
2011,F,66,Violet,87,0.205552274,10637,25.13171884
2010,F,65,Riley,87,0.206000047,10538,24.95205171
2010,F,66,Violet,87,0.206000047,10625,25.15805176
2009,F,74,Katherine,87,0.199774966,11809,27.11658132
2007,F,72,Kylie,87,0.201281725,12068,27.9203202
2007,F,73,Lucy,87,0.201281725,12155,28.12160192
2007,F,74,Sadie,87,0.201281725,12242,28.32288365
2006,F,74,Eva,87,0.205630008,12313,29.10255501
2004,F,64,Isabel,87,0.21964705,11322,28.58441263
2004,F,65,Ruby,87,0.21964705,11409,28.80405968
2001,F,65,Erin,87,0.223535457,11999,30.8299075
2001,M,98,Julian,87,0.21418548,20566,50.63147788
2000,F,64,Danielle,87,0.220649776,12389,31.42103528
2000,M,99,Hayden,87,0.209275474,21553,51.84499182
2000,M,100,Joel,87,0.209275474,21640,52.0542673
1999,F,68,Michelle,87,0.224510335,12749,32.89979613
1999,M,95,Brendan,87,0.213115156,21359,52.32099552
1999,M,96,Jeffrey,87,0.213115156,21446,52.53411067
1998,F,76,Christina,87,0.224301957,13747,35.44228736
1997,F,79,Angela,87,0.228286539,14216,37.30254526
1997,M,96,Carlos,87,0.217331568,21902,54.71259774
1997,M,97,Jesus,87,0.217331568,21989,54.9299293
1996,F,82,Paige,87,0.229781839,14530,38.37620834
1995,F,84,Brittney,87,0.229055869,15145,39.87415091
1995,F,85,Kendra,87,0.229055869,15232,40.10320678
1995,M,96,Jake,87,0.221610882,22364,56.9667329
1995,M,97,Noah,87,0.221610882,22451,57.18834378
1993,F,83,Madeline,87,0.225956419,16090,41.78895151
1993,M,97,Gabriel,87,0.216073912,24382,60.55533479
1992,M,96,Dakota,87,0.211257345,25876,62.83327667
1991,F,82,Madison,87,0.222791293,17657,45.21638924
1991,F,83,Shannon,87,0.222791293,17744,45.43918054
1990,F,75,Haley,87,0.224325091,17499,45.12028466
1987,F,69,Krystal,87,0.255296672,15930,46.74570104
1986,F,67,Heidi,87,0.25696311,15677,46.3035709
1986,F,68,Leah,87,0.25696311,15764,46.56053401
1986,F,69,Natasha,87,0.25696311,15851,46.81749712
1985,M,76,Alex,87,0.242698134,24100,67.23017268
1985,M,77,Evan,87,0.242698134,24187,67.47287081
1985,M,78,Keith,87,0.242698134,24274,67.71556895
1984,F,64,Stacy,87,0.259562026,15626,46.61972671
1984,M,71,Edward,87,0.245700246,23648,66.78528058
1984,M,72,Marcus,87,0.245700246,23735,67.03098082
1981,M,76,Brent,87,0.243105038,24224,67.68938441
2013,F,67,Ariana,86,0.205849969,10687,25.58044904
2013,F,68,Autumn,86,0.205849969,10773,25.78629901
2012,F,66,Alice,86,0.201315574,10770,25.21126431
2012,F,67,Clara,86,0.201315574,10856,25.41257988
2011,F,67,Lauren,86,0.203189604,10723,25.33490845
2010,F,67,Madeline,86,0.203632231,10711,25.36168399
2009,F,75,Isabelle,86,0.197478702,11895,27.31406002
2008,F,78,Jennifer,86,0.194653811,12516,28.32891967
2008,F,79,Katelyn,86,0.194653811,12602,28.52357348
2008,F,80,Megan,86,0.194653811,12688,28.71822729
2006,F,75,Gabrielle,86,0.203266445,12399,29.30582146
2004,F,66,Amelia,86,0.217122371,11495,29.02118205
2003,F,67,Amelia,86,0.217931174,11923,30.21387664
2001,F,66,Autumn,86,0.220966084,12085,31.05087359
2001,F,67,Danielle,86,0.220966084,12171,31.27183967
2001,F,68,Vanessa,86,0.220966084,12257,31.49280576
2001,M,99,Marcus,86,0.211723578,20652,50.84320146
1999,F,69,Erin,86,0.221929757,12835,33.12172589
1999,F,70,Faith,86,0.221929757,12921,33.34365565
1999,F,71,Kimberly,86,0.221929757,13007,33.5655854
1999,M,97,Alejandro,86,0.210665556,21532,52.74477623
1999,M,98,Parker,86,0.210665556,21618,52.95544179
1998,F,77,Alicia,86,0.221723773,13833,35.66401114
1998,F,78,Marissa,86,0.221723773,13919,35.88573491
1998,M,97,Alec,86,0.210516009,21823,53.41966122
1998,M,98,Mitchell,86,0.210516009,21909,53.63017722
1997,F,80,Isabella,86,0.225662556,14302,37.52820782
1996,M,96,Collin,86,0.214946263,22313,55.76855786
1996,M,97,Miguel,86,0.214946263,22399,55.98350412
1995,M,98,Casey,86,0.21906363,22537,57.40740741
1995,M,99,Seth,86,0.21906363,22623,57.62647104
1994,F,78,Caitlin,86,0.227531286,15033,39.77299786
1994,F,79,Monica,86,0.227531286,15119,40.00052914
1993,F,84,Savannah,86,0.223359219,16176,42.01231073
1992,F,84,Emma,86,0.22223945,16896,43.6622994
1992,F,85,Erika,86,0.22223945,16982,43.88453885
1991,M,92,Seth,86,0.210294657,26097,63.81464727
1990,M,89,Shawn,86,0.211510084,26547,65.29021151
1989,F,72,Natasha,86,0.233074963,16911,45.8317524
1988,F,71,Krystal,86,0.243281471,16338,46.21782178
1988,M,84,Phillip,86,0.231394285,24814,66.76532314
1987,F,70,Victoria,86,0.252362228,16016,46.99806327
1987,M,78,Mitchell,86,0.237950307,23991,66.37983509
1986,M,74,Brent,86,0.241987676,23478,66.06263541
1984,M,73,Jose,86,0.242876105,23821,67.27385693
1983,F,65,Brandi,86,0.258033544,15973,47.92523028
2013,F,69,Paisley,85,0.203456365,10858,25.98975537
2012,F,68,Leah,85,0.198974695,10941,25.61155458
2011,F,68,Isabelle,85,0.200826934,10808,25.53573538
2010,F,68,Clara,85,0.201264414,10796,25.56294841
2007,F,75,Angelina,85,0.196654559,12327,28.51953821
2005,F,67,Katelyn,85,0.210939051,11417,28.33283701
2004,F,67,Gabriella,85,0.214597692,11580,29.23577975
2003,F,68,Mary,85,0.215397091,12008,30.42927373
2003,F,69,Riley,85,0.215397091,12093,30.64467082
2002,F,68,Maya,85,0.220510027,11873,30.80135938
2001,F,69,Christina,85,0.218396711,12342,31.71120247
2001,F,70,Kylie,85,0.218396711,12427,31.92959918
2001,M,100,Bryan,85,0.209261676,20737,51.05246313
2000,F,65,Andrea,85,0.215577367,12474,31.63661265
2000,F,66,Audrey,85,0.215577367,12559,31.85219001
2000,F,67,Mariah,85,0.215577367,12644,32.06776738
2000,F,68,Paige,85,0.215577367,12729,32.28334475
1999,F,72,Maya,85,0.219349178,13092,33.78493458
1999,M,99,Carson,85,0.208215957,21703,53.16365774
1997,F,81,Laura,85,0.223038573,14387,37.75124639
1996,F,83,Caitlin,85,0.224499498,14615,38.60070783
1996,M,98,Stephen,85,0.212446888,22484,56.19595101
1995,F,86,Monica,85,0.223790216,15317,40.326997
1994,F,80,Alexa,85,0.224885573,15204,40.22541472
1994,F,81,Jamie,85,0.224885573,15289,40.45030029
1994,M,97,Kenneth,85,0.214820057,23515,59.42933684
1993,F,85,Paige,85,0.220762019,16261,42.23307275
1993,F,86,Sydney,85,0.220762019,16346,42.45383477
1992,F,86,Hailey,85,0.21965527,17067,44.10419412
1990,F,76,Brooke,85,0.219168192,17584,45.33945285
1990,F,77,Katrina,85,0.219168192,17669,45.55862105
1990,F,78,Lindsay,85,0.219168192,17754,45.77778924
1990,M,90,Brett,85,0.209050664,26632,65.49926217
1990,M,91,Logan,85,0.209050664,26717,65.70831284
1989,F,73,Kylie,85,0.230364789,16996,46.06211719
1989,M,84,Devin,85,0.220127415,25053,64.88061325
1989,M,85,Seth,85,0.220127415,25138,65.10074066
1988,F,72,Rachael,85,0.240452617,16423,46.4582744
1988,M,85,Keith,85,0.228703654,24899,66.9940268
1987,F,71,Nichole,85,0.249427783,16101,47.24749105
1986,M,75,Blake,85,0.239173865,23563,66.30180928
1984,F,65,Rachael,85,0.253595083,15711,46.8733218
1982,F,63,Kathleen,85,0.250346067,15349,45.20660914
1982,F,64,Melanie,85,0.250346067,15434,45.4569552
1981,M,77,Jose,85,0.237516417,24309,67.92690083
1980,F,61,Erika,85,0.257724144,14791,44.84703314
1980,F,62,Krista,85,0.257724144,14876,45.10475728
2013,F,70,Bella,84,0.20106276,10942,26.19081813
2013,F,71,Gabriella,84,0.20106276,11026,26.39188089
2012,F,69,Annabelle,84,0.196633816,11025,25.80818839
2012,F,70,Paige,84,0.196633816,11109,26.00482221
2011,F,69,Piper,84,0.198464265,10892,25.73419965
2008,F,81,Madelyn,84,0.190126978,12772,28.90835427
2008,F,82,Rylee,84,0.190126978,12856,29.09848125
2008,F,83,Sadie,84,0.190126978,12940,29.28860823
2006,F,76,Gabriella,84,0.198539318,12483,29.50436077
2005,F,68,Sara,84,0.208457415,11501,28.54129442
2004,F,68,Avery,84,0.212073014,11664,29.44785276
2004,F,69,Claire,84,0.212073014,11748,29.65992577
2003,F,70,Avery,84,0.212863008,12177,30.85753383
2003,F,71,Katie,84,0.212863008,12261,31.07039684
2002,F,69,Brooke,84,0.217915791,11957,31.01927517
2001,F,71,Audrey,84,0.215827338,12511,32.14542652
2000,F,69,Christina,84,0.213041163,12813,32.49638591
2000,F,70,Isabelle,84,0.213041163,12897,32.70942707
1999,F,73,Autumn,84,0.2167686,13176,34.00170318
1999,F,74,Kelsey,84,0.2167686,13260,34.21847178
1998,F,79,Miranda,84,0.216567407,14003,36.10230232
1998,M,99,Maxwell,84,0.205620288,21993,53.83579751
1997,F,82,Alicia,84,0.220414589,14471,37.97166098
1997,M,98,Antonio,84,0.209837376,22073,55.13976668
1996,F,84,Amy,84,0.221858328,14699,38.82256616
1996,F,85,Rachael,84,0.221858328,14783,39.04442449
1996,M,99,Jesus,84,0.209947513,22568,56.40589853
1995,F,87,Angela,84,0.22115739,15401,40.54815439
1995,M,100,Luke,84,0.213969127,22707,57.84044017
1991,F,84,Emma,84,0.215108835,17828,45.65428937
1991,F,85,Kaitlin,84,0.215108835,17912,45.86939821
1991,M,93,Chad,84,0.205404084,26181,64.02005135
1991,M,94,Colin,84,0.205404084,26265,64.22545543
1989,F,74,Holly,84,0.227654615,17080,46.2897718
1989,M,86,Douglas,84,0.217537681,25222,65.31827834
1989,M,87,Garrett,84,0.217537681,25306,65.53581602
1988,F,73,Erika,84,0.237623762,16507,46.69589816
1987,F,72,Jenna,84,0.246493339,16185,47.49398439
1987,M,79,Bryce,84,0.232416579,24075,66.61225167
1986,F,70,Jacqueline,84,0.248102313,15935,47.06559943
1986,M,76,Taylor,84,0.236360055,23647,66.53816933
1985,F,67,Rachael,84,0.244406296,16279,47.36535832
1984,F,66,Kathleen,84,0.250611612,15795,47.12393341
1984,M,74,Donald,84,0.237227823,23905,67.51108475
1983,F,66,Jacqueline,84,0.252032764,16057,48.17726304
1982,F,65,Katrina,84,0.247400819,15518,45.70435602
1982,F,66,Kelsey,84,0.247400819,15602,45.95175684
1982,F,67,Patricia,84,0.247400819,15686,46.19915766
1982,M,70,Cameron,84,0.236380009,23627,66.48750563
1982,M,71,Kristopher,84,0.236380009,23711,66.72388564
1982,M,72,Lucas,84,0.236380009,23795,66.96026565
1981,F,59,Carrie,84,0.247058824,15039,44.23235294
1981,F,60,Teresa,84,0.247058824,15123,44.47941176
1980,F,63,Katrina,84,0.254692095,14960,45.35944938
2013,F,72,Quinn,83,0.198669156,11109,26.59055005
2012,F,71,Eliana,83,0.194292938,11192,26.19911515
2012,F,72,Mackenzie,83,0.194292938,11275,26.39340809
2010,F,69,Brianna,83,0.196528781,10879,25.75947719
2010,F,70,Brooke,83,0.196528781,10962,25.95600597
2010,F,71,Morgan,83,0.196528781,11045,26.15253475
2009,F,76,Molly,83,0.19058991,11978,27.50464993
2008,F,84,Gracie,83,0.187863561,13023,29.47647179
2008,F,85,Jocelyn,83,0.187863561,13106,29.66433535
2008,F,86,Sophie,83,0.187863561,13189,29.85219891
2007,F,76,Charlotte,83,0.192027393,12410,28.7115656
2006,F,77,Kimberly,83,0.196175755,12566,29.70053653
2006,F,78,Lucy,83,0.196175755,12649,29.89671228
2006,F,79,Naomi,83,0.196175755,12732,30.09288804
2005,F,69,Andrea,83,0.205975779,11584,28.7472702
2004,F,70,Maya,83,0.209548335,11831,29.86947411
2003,F,72,Alexa,83,0.210328924,12344,31.28072576
2002,F,70,Alexa,83,0.215321556,12040,31.23459673
2002,F,71,Angelina,83,0.215321556,12123,31.44991828
2001,F,72,Angelina,83,0.213257965,12594,32.35868448
1999,F,75,Isabel,83,0.214188021,13343,34.4326598
1999,F,76,Molly,83,0.214188021,13426,34.64684782
1998,F,80,Maya,83,0.213989223,14086,36.31629154
1998,F,81,Zoe,83,0.213989223,14169,36.53028076
1998,M,100,Travis,83,0.203172427,22076,54.03896994
1997,F,83,Monica,83,0.217790606,14554,38.18945159
1997,M,99,Marcus,83,0.207339312,22156,55.34710599
1996,F,86,Mikayla,83,0.219217157,14866,39.26364165
