year,sex,rank,name,size,perc,total_size,total_perc
1996,M,100,Carlos,83,0.207448138,22651,56.61334666
1995,F,88,Cassidy,83,0.218524564,15484,40.76667895
1995,F,89,Mikayla,83,0.218524564,15567,40.98520352
1994,F,82,Michaela,83,0.219594148,15372,40.66989444
1994,F,83,Shannon,83,0.219594148,15455,40.88948858
1993,F,87,Grace,83,0.215567618,16429,42.66940238
1990,F,79,Kristin,83,0.214011294,17837,45.99180053
1989,F,75,Erika,83,0.224944441,17163,46.51471625
1988,F,74,Julie,83,0.234794908,16590,46.93069307
1988,F,75,Leah,83,0.234794908,16673,47.16548798
1988,F,76,Nichole,83,0.234794908,16756,47.40028289
1987,M,80,Phillip,83,0.229649715,24158,66.84190139
1986,F,71,Hannah,83,0.245148714,16018,47.31074815
1986,F,72,Krista,83,0.245148714,16101,47.55589686
1986,M,77,Keith,83,0.233546245,23730,66.77171558
1985,F,68,Jacqueline,83,0.241496698,16362,47.60685501
1985,F,69,Molly,83,0.241496698,16445,47.84835171
1984,F,67,Alisha,83,0.24762814,15878,47.37156155
1984,F,68,Monica,83,0.24762814,15961,47.61918969
1984,F,69,Sheena,83,0.24762814,16044,47.86681783
1984,M,75,Brent,83,0.234403683,23988,67.74548844
1984,M,76,Craig,83,0.234403683,24071,67.97989212
1983,M,72,Douglas,83,0.234794908,24042,68.01131542
1981,F,61,Stacy,83,0.244117647,15206,44.72352941
1981,M,78,Todd,83,0.231927795,24392,68.15882863
1980,M,71,Cory,83,0.238307158,23379,67.1250969
1980,M,72,Edward,83,0.238307158,23462,67.36340406
1980,M,73,Gary,83,0.238307158,23545,67.60171122
1980,M,74,Keith,83,0.238307158,23628,67.84001838
2013,F,73,Sydney,82,0.196275552,11191,26.7868256
2011,F,70,Brooke,82,0.193738925,10974,25.92793857
2011,F,71,Camila,82,0.193738925,11056,26.1216775
2010,F,72,Alexandra,82,0.194160964,11127,26.34669571
2009,F,77,Aubrey,82,0.188293646,12060,27.69294358
2009,F,78,Ellie,82,0.188293646,12142,27.88123723
2009,F,79,Faith,82,0.188293646,12224,28.06953087
2009,F,80,Mackenzie,82,0.188293646,12306,28.25782452
2007,F,77,Aubrey,82,0.18971381,12492,28.90127941
2004,F,71,Haley,82,0.207023656,11913,30.07649777
2003,F,73,Amanda,82,0.207794841,12426,31.4885206
2002,F,72,Rebecca,82,0.21272732,12205,31.6626456
2002,F,73,Sofia,82,0.21272732,12287,31.87537292
2001,F,73,Paige,82,0.210688592,12676,32.56937307
2000,F,71,Cassandra,82,0.207968754,12979,32.91739583
2000,F,72,Courtney,82,0.207968754,13061,33.12536458
1999,F,77,Katie,82,0.211607442,13508,34.85845527
1998,F,82,Diana,82,0.21141104,14251,36.7416918
1997,M,100,Erik,82,0.204841248,22238,55.55194724
1996,F,87,Claire,82,0.216575987,14948,39.48021763
1996,F,88,Tiffany,82,0.216575987,15030,39.69679362
1995,F,90,Jamie,82,0.215891738,15649,41.20109526
1995,F,91,Kristen,82,0.215891738,15731,41.41698699
1994,F,84,Angela,82,0.216948435,15537,41.10643702
1994,F,85,Erica,82,0.216948435,15619,41.32338545
1994,M,98,Joel,82,0.207238172,23597,59.63657501
1992,M,97,Corey,82,0.199116119,25958,63.03239279
1991,M,95,Bryce,82,0.20051351,26347,64.42596895
1990,F,80,Lacey,82,0.211432844,17919,46.20323338
1989,M,88,Caleb,82,0.212358212,25388,65.74817424
1987,F,73,Kendra,82,0.24062445,16267,47.73460884
1987,M,81,Devin,82,0.226882851,24240,67.06878424
1987,M,82,Garrett,82,0.226882851,24322,67.29566709
1987,M,83,Seth,82,0.226882851,24404,67.52254994
1986,F,73,Victoria,82,0.242195115,16183,47.79809198
1986,M,78,Jose,82,0.230732435,23812,67.00244801
1985,M,79,Blake,82,0.228749965,24356,67.94431891
1985,M,80,Luke,82,0.228749965,24438,68.17306888
1983,F,67,Monica,82,0.246031984,16139,48.42329503
1983,M,73,Craig,82,0.231966054,24124,68.24328147
1983,M,74,Devin,82,0.231966054,24206,68.47524752
1982,M,73,Douglas,82,0.230751914,23877,67.19101756
1982,M,74,Todd,82,0.230751914,23959,67.42176947
1981,F,62,Ashley,82,0.241176471,15288,44.96470588
1981,M,79,Jeffery,82,0.229133484,24474,68.38796211
1980,F,64,Vanessa,82,0.248627998,15042,45.60807738
1980,M,75,Gabriel,82,0.235435987,23710,68.07545436
1980,M,76,Shaun,82,0.235435987,23792,68.31089035
2013,F,74,Kennedy,81,0.193881947,11272,26.98070755
2013,F,75,Taylor,81,0.193881947,11353,27.1745895
2012,F,73,Vanessa,81,0.18961118,11356,26.58301927
2011,F,72,Alexa,81,0.191376255,11137,26.31305375
2011,F,73,Faith,81,0.191376255,11218,26.50443001
2010,F,73,Aaliyah,81,0.191793148,11208,26.53848886
2010,F,74,Bailey,81,0.191793148,11289,26.73028201
2010,F,75,Lilly,81,0.191793148,11370,26.92207515
2010,F,76,Mackenzie,81,0.191793148,11451,27.1138683
2009,F,81,Madelyn,81,0.185997382,12387,28.4438219
2009,F,82,Violet,81,0.185997382,12468,28.62981928
2008,F,87,Layla,81,0.183336729,13270,30.03553564
2004,F,72,Amanda,81,0.204498978,11994,30.28099674
2000,F,73,Brooke,81,0.20543255,13142,33.33079713
2000,F,74,Kylie,81,0.20543255,13223,33.53622968
1999,F,78,Kathryn,81,0.209026864,13589,35.06748213
1999,M,100,Travis,81,0.198417559,21784,53.3620753
1996,F,89,Kendra,81,0.213934816,15111,39.91072844
1996,F,90,Lindsey,81,0.213934816,15192,40.12466325
1996,F,91,Makayla,81,0.213934816,15273,40.33859807
1995,F,92,Breanna,81,0.213258912,15812,41.63024591
1995,F,93,Michaela,81,0.213258912,15893,41.84350482
1994,M,99,Conner,81,0.204710878,23678,59.84128589
1994,M,100,Dillon,81,0.204710878,23759,60.04599677
1992,F,87,Holly,81,0.209318552,17148,44.31351268
1992,M,98,Gregory,81,0.196687873,26039,63.22908067
1992,M,99,Isaac,81,0.196687873,26120,63.42576854
1991,F,86,Miranda,81,0.207426376,17993,46.07682458
1991,F,87,Vanessa,81,0.207426376,18074,46.28425096
1991,M,96,Levi,81,0.198068224,26428,64.62403717
1990,F,81,Kathleen,81,0.208854395,18000,46.41208777
1990,F,82,Olivia,81,0.208854395,18081,46.62094217
1990,M,92,Gabriel,81,0.199212986,26798,65.90752582
1990,M,93,Juan,81,0.199212986,26879,66.10673881
1990,M,94,Lucas,81,0.199212986,26960,66.30595179
1989,F,76,Lacey,81,0.219524093,17244,46.73424034
1989,F,77,Leah,81,0.219524093,17325,46.95376443
1989,M,89,Ethan,81,0.209768478,25469,65.95794271
1988,M,86,Marcus,81,0.217941129,24980,67.21196793
1987,F,74,Katrina,81,0.237690005,16348,47.97229884
1984,F,70,Hannah,81,0.241661197,16125,48.10847903
1984,F,71,Patricia,81,0.241661197,16206,48.35014022
1983,M,75,Donald,81,0.229137199,24287,68.70438472
1982,M,75,Jeremiah,81,0.227937866,24040,67.64970734
1981,F,63,Natalie,81,0.238235294,15369,45.20294118
1981,M,80,Craig,81,0.226339173,24555,68.61430128
1981,M,81,Phillip,81,0.226339173,24636,68.84064046
2010,F,77,Scarlett,80,0.189425331,11531,27.30329363
2009,F,83,Arianna,80,0.183701118,12548,28.8135204
2009,F,84,Morgan,80,0.183701118,12628,28.99722152
2008,F,88,Aaliyah,80,0.181073312,13350,30.21660895
2008,F,89,Lilly,80,0.181073312,13430,30.39768226
2007,F,78,Kimberly,80,0.185086644,12572,29.08636606
2006,F,80,Isabel,80,0.189085065,12812,30.2819731
2006,F,81,Stephanie,80,0.189085065,12892,30.47105817
2005,F,70,Kimberly,80,0.198530872,11664,28.94580107
2004,F,73,Leah,80,0.201974299,12074,30.48297104
2003,F,74,Destiny,80,0.202726674,12506,31.69124728
2003,F,75,Jenna,80,0.202726674,12586,31.89397395
2002,F,74,Andrea,80,0.207538849,12367,32.08291177
2001,F,74,Katie,80,0.205549846,12756,32.77492292
1999,F,79,Amy,80,0.206446285,13669,35.27392841
1999,F,80,Kylie,80,0.206446285,13749,35.4803747
1998,F,83,Angela,80,0.206254673,14331,36.94794648
1998,F,84,Caitlin,80,0.206254673,14411,37.15420115
1998,F,85,Destiny,80,0.206254673,14491,37.36045582
1998,F,86,Kimberly,80,0.206254673,14571,37.5667105
1996,F,92,Kaylee,80,0.211293645,15353,40.54989171
1996,F,93,Molly,80,0.211293645,15433,40.76118536
1995,F,94,Chloe,80,0.210626086,15973,42.0541309
1994,F,86,Kaylee,80,0.21165701,15699,41.53504246
1994,F,87,Molly,80,0.21165701,15779,41.74669947
1994,F,88,Vanessa,80,0.21165701,15859,41.95835648
1993,F,88,Alexa,80,0.207776018,16509,42.8771784
1993,F,89,Rachael,80,0.207776018,16589,43.08495442
1993,M,98,Cory,80,0.198688655,24462,60.75402345
1992,F,88,Abigail,80,0.206734372,17228,44.52024705
1992,M,100,Joel,80,0.194259628,26200,63.62002817
1991,F,88,Kristen,80,0.204865557,18154,46.48911652
1991,F,89,Mackenzie,80,0.204865557,18234,46.69398207
1991,M,97,Logan,80,0.195622937,26508,64.81966011
1989,F,78,Nichole,80,0.21681392,17405,47.17057835
1989,M,90,Curtis,80,0.207178744,25549,66.16512146
1989,M,91,Luke,80,0.207178744,25629,66.3723002
1989,M,92,Mathew,80,0.207178744,25709,66.57947895
1988,F,77,Holly,80,0.226308345,16836,47.62659123
1987,F,75,Julie,80,0.234755561,16428,48.2070544
1987,F,76,Natalie,80,0.234755561,16508,48.44180997
1985,F,70,April,80,0.232767901,16525,48.08111961
1985,F,71,Lacey,80,0.232767901,16605,48.31388751
1982,F,68,Carrie,80,0.235619827,15766,46.43477749
1982,F,69,Shawna,80,0.235619827,15846,46.67039731
1982,M,76,Phillip,80,0.225123818,24120,67.87483116
1981,F,64,Patricia,80,0.235294118,15449,45.43823529
1981,F,65,Samantha,80,0.235294118,15529,45.67352941
1980,F,65,Molly,80,0.2425639,15122,45.85064128
1980,M,77,Alexander,80,0.229693646,23872,68.540584
2013,F,76,Faith,79,0.189094739,11432,27.36368424
2013,F,77,Katherine,79,0.189094739,11511,27.55277897
2012,F,74,Nevaeh,79,0.184929423,11435,26.76794869
2011,F,74,Josephine,79,0.186650916,11297,26.69108092
2010,F,78,Faith,79,0.187057514,11610,27.49035115
2010,F,79,Harper,79,0.187057514,11689,27.67740866
2009,F,85,Gabriella,79,0.181404854,12707,29.17862637
2008,F,90,Molly,79,0.178809896,13509,30.57649216
2008,F,91,Rachel,79,0.178809896,13588,30.75530205
2007,F,79,Ariana,79,0.182773061,12651,29.26913912
2006,F,82,Aubrey,79,0.186721501,12971,30.65777967
2005,F,71,Alexa,79,0.196049236,11743,29.14185031
2005,F,72,Brooklyn,79,0.196049236,11822,29.33789954
2005,F,73,Haley,79,0.196049236,11901,29.53394878
2005,F,74,Naomi,79,0.196049236,11980,29.72999802
2004,F,74,Sophie,79,0.19944962,12153,30.68242066
2003,F,76,Andrea,79,0.20019259,12665,32.09416654
2003,F,77,Evelyn,79,0.20019259,12744,32.29435913
2001,F,75,Sara,79,0.202980473,12835,32.97790339
1999,F,81,Cassandra,79,0.203865707,13828,35.68424041
1998,F,87,Isabel,79,0.20367649,14650,37.77038699
1998,F,88,Mckenzie,79,0.20367649,14729,37.97406348
1997,F,84,Kathryn,79,0.207294673,14633,38.39674626
1997,F,85,Molly,79,0.207294673,14712,38.60404093
1996,F,94,Erica,79,0.208652475,15512,40.96983783
1995,F,95,Mckenzie,79,0.20799326,16052,42.26212416
1994,F,89,Bailey,79,0.209011297,15938,42.16736778
1994,F,90,Kelly,79,0.209011297,16017,42.37637908
1993,M,99,Hunter,79,0.196205047,24541,60.95022849
1993,M,100,Shawn,79,0.196205047,24620,61.14643354
1992,F,89,Ariel,79,0.204150193,17307,44.72439724
1991,M,98,Cole,79,0.19317765,26587,65.01283776
1990,F,83,Kaitlyn,79,0.203697496,18160,46.82463966
1990,F,84,Monica,79,0.203697496,18239,47.02833716
1990,F,85,Rachael,79,0.203697496,18318,47.23203465
1989,F,79,Kaitlin,79,0.214103746,17484,47.3846821
1989,F,80,Rachael,79,0.214103746,17563,47.59878584
1987,M,84,Brett,79,0.218582259,24483,67.7411322
1987,M,85,Curtis,79,0.218582259,24562,67.95971446
1987,M,86,Keith,79,0.218582259,24641,68.17829672
1986,F,74,Rachael,79,0.233334318,16262,48.03142629
1986,M,79,Donald,79,0.222291004,23891,67.22473902
1985,F,72,Patricia,79,0.229858303,16684,48.54374582
1983,F,68,Stacy,79,0.237030814,16218,48.66032584
1982,F,70,Molly,79,0.23267458,15925,46.90307189
1982,F,71,Vanessa,79,0.23267458,16004,47.13574647
1982,M,77,Keith,79,0.22230977,24199,68.09714093
1982,M,78,Trevor,79,0.22230977,24278,68.3194507
1981,F,66,Kelli,79,0.232352941,15608,45.90588235
1981,F,67,Leslie,79,0.232352941,15687,46.13823529
1980,F,66,Leslie,79,0.239531852,15201,46.09017313
1980,M,78,Corey,79,0.226822476,23951,68.76740647
1980,M,79,Craig,79,0.226822476,24030,68.99422895
1980,M,80,Lucas,79,0.226822476,24109,69.22105142
2013,F,78,Bailey,78,0.186701135,11589,27.73948011
2013,F,79,Cora,78,0.186701135,11667,27.92618124
2013,F,80,Julia,78,0.186701135,11745,28.11288238
2013,F,81,Kylie,78,0.186701135,11823,28.29958351
2013,F,82,Sophie,78,0.186701135,11901,28.48628465
2012,F,75,Alexandra,78,0.182588544,11513,26.95053723
2012,F,76,Kylie,78,0.182588544,11591,27.13312578
2011,F,75,Kayla,78,0.184288246,11375,26.87536917
2011,F,76,Sydney,78,0.184288246,11453,27.05965741
2010,F,80,Isabelle,78,0.184689698,11767,27.86209836
2010,F,81,Molly,78,0.184689698,11845,28.04678806
2010,F,82,Paige,78,0.184689698,11923,28.23147775
2009,F,86,Andrea,78,0.17910859,12785,29.35773497
2009,F,87,Jocelyn,78,0.17910859,12863,29.53684356
2008,F,92,Clara,78,0.176546479,13666,30.93184853
2007,F,80,Diana,78,0.180459478,12729,29.44959859
2007,F,81,Payton,78,0.180459478,12807,29.63005807
2006,F,83,Katie,78,0.184357938,13049,30.84213761
2006,F,84,Molly,78,0.184357938,13127,31.02649554
2005,F,75,Ruby,78,0.1935676,12058,29.92356561
2005,F,76,Vanessa,78,0.1935676,12136,30.11713321
2004,F,75,Andrea,78,0.196924941,12231,30.8793456
2004,F,76,Molly,78,0.196924941,12309,31.07627054
2002,F,75,Isabel,78,0.202350378,12445,32.28526215
2002,F,76,Mary,78,0.202350378,12523,32.48761252
2001,F,76,Isabelle,78,0.2004111,12913,33.17831449
2001,F,77,Michelle,78,0.2004111,12991,33.37872559
2001,F,78,Molly,78,0.2004111,13069,33.57913669
2000,F,75,Angela,78,0.197823937,13301,33.73405362
2000,F,76,Mary,78,0.197823937,13379,33.93187755
1999,F,82,Mary,78,0.201285128,13906,35.88552553
1998,F,89,Alexandria,78,0.201098306,14807,38.17516178
1998,F,90,Molly,78,0.201098306,14885,38.37626009
1998,F,91,Sabrina,78,0.201098306,14963,38.57735839
1997,F,86,Kimberly,78,0.20467069,14790,38.80871162
1996,F,95,Breanna,78,0.206011304,15590,41.17584914
1996,F,96,Heather,78,0.206011304,15668,41.38186044
1996,F,97,Mckenzie,78,0.206011304,15746,41.58787174
1996,F,98,Zoe,78,0.206011304,15824,41.79388305
1995,F,96,Molly,78,0.205360434,16130,42.4674846
1994,F,91,Jacqueline,78,0.206365585,16095,42.58274466
1992,F,90,Catherine,78,0.201566013,17385,44.92596325
1992,F,91,Meghan,78,0.201566013,17463,45.12752927
1991,F,90,Holly,78,0.199743918,18312,46.89372599
1990,F,86,Alexandria,78,0.201119047,18396,47.4331537
1990,F,87,April,78,0.201119047,18474,47.63427275
1990,F,88,Katelyn,78,0.201119047,18552,47.8353918
1989,M,93,Christian,78,0.201999275,25787,66.78147822
1989,M,94,Logan,78,0.201999275,25865,66.9834775
1988,M,87,Devin,78,0.209869235,25058,67.42183716
1987,F,77,Bethany,78,0.228886672,16586,48.67069664
1986,F,75,Alexandra,78,0.230380719,16340,48.26180701
1986,M,80,Austin,78,0.219477194,23969,67.44421621
1985,M,81,Curtis,78,0.21759143,24516,68.39066031
1985,M,82,Jose,78,0.21759143,24594,68.60825174
1984,F,72,Bethany,78,0.232710782,16284,48.58285101
1984,F,73,Jacqueline,78,0.232710782,16362,48.81556179
1984,F,74,Victoria,78,0.232710782,16440,49.04827257
1982,F,72,Monica,78,0.229729332,16082,47.3654758
1982,M,79,Cory,78,0.219495723,24356,68.53894642
1981,M,82,Douglas,78,0.217956241,24714,69.0585967
1981,M,83,Keith,78,0.217956241,24792,69.27655294
1980,F,67,Patricia,78,0.236499803,15279,46.32667293
2012,F,77,Cora,77,0.180247665,11668,27.31337344
2012,F,78,Jasmine,77,0.180247665,11745,27.49362111
2012,F,79,Mila,77,0.180247665,11822,27.67386877
2011,F,77,Aaliyah,77,0.181925576,11530,27.24158299
2011,F,78,Annabelle,77,0.181925576,11607,27.42350856
2011,F,79,Payton,77,0.181925576,11684,27.60543414
2010,F,83,Arianna,77,0.182321881,12000,28.41379964
2009,F,88,Aaliyah,77,0.176812326,12940,29.71365588
2009,F,89,Autumn,77,0.176812326,13017,29.89046821
2007,F,82,Eva,77,0.178145895,12884,29.80820397
2007,F,83,Peyton,77,0.178145895,12961,29.98634986
2005,F,77,Leah,77,0.191085964,12213,30.30821918
2005,F,78,Nevaeh,77,0.191085964,12290,30.49930514
2004,F,77,Jenna,77,0.194400263,12386,31.27067081
2003,F,78,Bailey,77,0.195124424,12821,32.48948355
2001,F,79,Alexa,77,0.197841727,13146,33.77697842
2001,F,80,Diana,77,0.197841727,13223,33.97482014
2000,F,77,Kathryn,77,0.195287732,13456,34.12716528
1999,F,83,Marissa,77,0.19870455,13983,36.08423008
1997,F,87,Alexandria,77,0.202046707,14867,39.01075833
1997,F,88,Michaela,77,0.202046707,14944,39.21280504
1993,F,90,Bailey,77,0.199984417,16666,43.28493884
1993,F,91,Monica,77,0.199984417,16743,43.48492325
1991,F,91,Briana,77,0.197183099,18389,47.09090909
1991,F,92,Jacqueline,77,0.197183099,18466,47.28809219
1990,F,89,Kendra,77,0.198540598,18629,48.03393239
1989,F,81,Breanna,77,0.208683398,17640,47.80746924
1989,F,82,Kathleen,77,0.208683398,17717,48.01615264
1989,M,95,Levi,77,0.199409541,25942,67.18288704
1988,M,88,Donald,77,0.207178604,25135,67.62901577
1988,M,89,Levi,77,0.207178604,25212,67.83619437
1987,F,78,Monica,77,0.225952227,16663,48.89664886
1986,F,76,Nichole,77,0.22742712,16417,48.48923413
1985,F,73,Alisha,77,0.224039105,16761,48.76778492
1984,F,75,Krystal,77,0.229727311,16517,49.27799988
1984,F,76,Lacey,77,0.229727311,16594,49.50772719
1984,M,77,Keith,77,0.217458838,24148,68.19735096
1983,M,76,Colin,77,0.217821782,24364,68.92220651
1982,F,73,Misty,77,0.226784084,16159,47.59225989
1981,M,84,Kristopher,77,0.21516193,24869,69.49171487
1980,F,68,Dawn,77,0.233467754,15356,46.56014069
1980,F,69,Teresa,77,0.233467754,15433,46.79360844
1980,M,81,Troy,77,0.221080134,24186,69.44213156
2013,F,83,Alexa,76,0.181913926,11977,28.66819857
2013,F,84,Lydia,76,0.181913926,12053,28.8501125
2013,F,85,Madelyn,76,0.181913926,12129,29.03202643
2012,F,80,Autumn,76,0.177906786,11898,27.85177556
2010,F,84,Jocelyn,76,0.179954064,12076,28.5937537
2008,F,93,Angelina,76,0.172019647,13742,31.10386818
2008,F,94,Ellie,76,0.172019647,13818,31.27588783
2008,F,95,Serenity,76,0.172019647,13894,31.44790747
2006,F,85,Jordan,76,0.179630811,13203,31.20612636
2006,F,86,Kate,76,0.179630811,13279,31.38575717
2006,F,87,Keira,76,0.179630811,13355,31.56538798
2005,F,79,Gabrielle,76,0.188604328,12366,30.68790947
2005,F,80,Sierra,76,0.188604328,12442,30.8765138
2004,F,78,Stephanie,76,0.191875584,12462,31.46254639
2003,F,79,Ellie,76,0.19259034,12897,32.68207389
2003,F,80,Sofia,76,0.19259034,12973,32.87466423
2003,F,81,Vanessa,76,0.19259034,13049,33.06725457
2002,F,77,Amy,76,0.197161906,12599,32.68477443
2002,F,78,Molly,76,0.197161906,12675,32.88193634
2002,F,79,Riley,76,0.197161906,12751,33.07909824
2001,F,81,Maya,76,0.195272354,13299,34.1700925
2000,F,78,Maya,76,0.192751528,13532,34.31991681
1999,F,84,Isabelle,76,0.196123971,14059,36.28035406
1997,F,89,Breanna,76,0.199422724,15020,39.41222776
1994,F,92,Brittney,76,0.201074159,16171,42.78381882
1993,F,92,Angela,76,0.197387217,16819,43.68231047
1993,F,93,Kaitlin,76,0.197387217,16895,43.87969769
1993,F,94,Natasha,76,0.197387217,16971,44.0770849
1992,F,92,Christine,76,0.196397654,17539,45.32392692
1989,M,96,Craig,76,0.196819806,26018,67.37970684
1988,M,90,Bryce,76,0.204487973,25288,68.04068234
1987,F,79,Molly,76,0.223017783,16739,49.11966665
1987,F,80,Patricia,76,0.223017783,16815,49.34268443
1987,F,81,Rachael,76,0.223017783,16891,49.56570221
1986,F,77,Brianna,76,0.224473521,16493,48.71370765
1986,M,81,Curtis,76,0.213849574,24045,67.65806579
1986,M,82,Devin,76,0.213849574,24121,67.87191536
1985,M,83,Jeffery,76,0.212012163,24670,68.8202639
1984,M,78,Cameron,76,0.214634697,24224,68.41198565
1983,F,69,Leslie,76,0.228029644,16294,48.88835549
1982,M,80,Brent,76,0.213867627,24432,68.75281405
1981,F,68,Lauren,76,0.223529412,15763,46.36176471
1981,F,69,Tanya,76,0.223529412,15839,46.58529412
1980,F,70,Jill,76,0.230435705,15509,47.02404415
2013,F,86,Josephine,75,0.179520322,12204,29.21154675
2013,F,87,Nevaeh,75,0.179520322,12279,29.39106707
2012,F,81,Gabriella,75,0.175565907,11973,28.02734146
2012,F,82,Lilly,75,0.175565907,12048,28.20290737
2012,F,83,Madeline,75,0.175565907,12123,28.37847328
2012,F,84,Vivian,75,0.175565907,12198,28.55403919
2011,F,80,Bella,75,0.177200236,11759,27.78263438
2011,F,81,Rylee,75,0.177200236,11834,27.95983461
2010,F,85,Aubrey,75,0.177586248,12151,28.77133995
2009,F,90,Trinity,75,0.172219798,13092,30.06268801
2008,F,96,Hayden,75,0.16975623,13969,31.6176637
2007,F,84,Autumn,75,0.173518729,13036,30.15986859
2007,F,85,Gabriella,75,0.173518729,13111,30.33338732
2007,F,86,Leah,75,0.173518729,13186,30.50690605
2006,F,88,Bailey,75,0.177267248,13430,31.74265523
2006,F,89,Sophie,75,0.177267248,13505,31.91992248
2005,F,81,Bailey,75,0.186122692,12517,31.06263649
2005,F,82,Ellie,75,0.186122692,12592,31.24875918
2004,F,79,Isabelle,75,0.189350905,12537,31.6518973
2004,F,80,Sierra,75,0.189350905,12612,31.8412482
2002,F,80,Ariana,75,0.194567671,12826,33.27366591
2002,F,81,Kimberly,75,0.194567671,12901,33.46823358
2001,F,82,Angela,75,0.192702981,13374,34.36279548
2001,F,83,Marissa,75,0.192702981,13449,34.55549846
